text,label
"শ্রীলঙ্কান ক্রিকেটাররা রাজনীতির মাঠে খুব প্রার্থিত। বিশেষ করে দেশটির শীর্ষ ক্রিকেটারদের অনেকেই যেভাবে রাজনীতির মাঠে সফলতার পরিচয় দিয়েছেন, তাতে এমন উক্তি বোধ হয় খুব একটা বাড়াবাড়ি হয়ে যায় না। অর্জুনা রানাতুঙ্গা শ্রীলঙ্কাকে বিশ্বকাপ জিতিয়ে পরে রাজনীতিতেও জায়গা করে নিয়েছেন আপন মহিমায়। তিনি এই মুহূর্তে দ্বীপরাষ্ট্রের অন্যতম আলোচিত রাজনীতিক। রানাতুঙ্গার পর রাজনীতিতে জয়সূরিয়ার উত্থান ধারণাটি সুদৃঢ় ভিত্তি দিয়েছে। তাই কুমার সাঙ্গাকারার বিদায়ের দিনে সংবর্ধনা মঞ্চে দাঁড়িয়েই শ্রীলঙ্কার প্রেসিডেন্ট মাইথ্রিপালা সিরিসেনা যখন সাঙ্গাকে যুক্তরাজ্যে লঙ্কা-রাজ্যের রাষ্ট্রদূত হওয়ার প্রস্তাব করেন, তখন সেটা শ্রীলঙ্কানদের খুব একটা অবাক করে না। সাঙ্গাকারা মহামান্য প্রেসিডেন্টের এই প্রস্তাবটি গ্রহণ করবেন কিনা, সেটা তাঁর ব্যক্তিগত ব্যাপার হলেও ব্যাপারটি নিয়ে আলোচনা এখন তুঙ্গেই।সাঙ্গাকারা যুক্তরাজ্যে শ্রীলঙ্কার রাষ্ট্রদূত হন না না-ই হন, তাতে বাংলাদেশের ক্রিকেটপ্রেমীদের কিছু এসে যায় না। কিন্তু একজন ক্রিকেটারের সঙ্গে রাজনীতির প্রসঙ্গ যখন উঠেই গেল, তখন আসুন না একবার জেনে নেওয়া যাক, এখনো পর্যন্ত আন্তর্জাতিক ক্রিকেট খেলা কোন কোন ক্রিকেটার তাঁর অবস​র-পরবর্তী জীবনকে সঁপে দিয়েছেন রাজনীতির গোলক-ধাঁধার মধ্যে...
ইমরান খানসাবেক ক্রিকেটার হিসেবে সবচেয়ে বড় ‘সেলিব্রিটি’ রাজনীতিক এই ইমরান খানই। ১৯৭১ থেকে ১৯৯২ পর্যন্ত ২১ বছরের ক্রিকেট ক্যারিয়ারে নিজেকে নিয়ে গিয়েছিলেন জনপ্রিয়তার শীর্ষে। পাকিস্তানের ক্রিকেট ইতিহাসের সবচেয়ে প্রভাবশালী ক্রিকেট তারকা হিসেবে নিজেকে প্রতিষ্ঠিতও করেছেন তিনি। ১৯৯২ সালে পাকিস্তানকে জিতিয়েছিলেন বিশ্বকাপ-শিরোপা। ৩৯ বছর বয়সে খেলা ছাড়ার পর নিজের উপার্জিত অর্থের বড় অংশ দিয়ে লাহোরে মায়ের নামে গড়েছে ক্যানসার হাসপাতাল। এর পরপরই রাজনীতিতে পদার্পণ তাঁর। রাজনীতিক হিসেবেও তিনি কম যান না। পাকিস্তান জাতীয় পরিষদের সদস্য হয়েছেন দুই বার। সর্বশেষ সাধারণ নির্বাচনে তাঁর প্রতিষ্ঠিত রাজনৈতিক দল পাকিস্তানের একটি প্রদেশে সরকার গঠনও করেছে। শক্তিশা​লী বিরোধী পক্ষ হিসেবে তিনি নিজেকে দাঁড় করিয়েছেন পাকিস্তানের রাজনীতিতে। অদূর ভবিষ্যতে ইমরান পাকিস্তানের প্রধানমন্ত্রী হয়ে গেলেও অবাক হওয়ার কিছুই থাকবে না।অর্জুনা রানাতুঙ্গাশ্রীলঙ্কান ক্রিকেটের উত্থানে অর্জুনা রানাতু​ঙ্গার অবদান সর্বজনবিদিত। তাঁর অধিনায়কত্বেই টেস্ট স্ট্যাটাস প্রাপ্তির চৌদ্দ বছরের মাথায় ১৯৯৬ সালে বিশ্বকাপ ক্রিকেটের শিরোপা জয় করে শ্রীলঙ্কা। ক্রিকে​টার হিসেবেও রানাতুঙ্গা লঙ্কান ক্রিকেট ইতিহাসে গুরুত্বপূর্ণ স্থান দখল করে আছেন। ২০০০ সালে অবসর নেওয়ার পরই রাজনীতিতে যোগ দেন রানাতুঙ্গা। পার্লামেন্টের সদস্য হিসেবে রাজনীতিতে রাখেন সাহসী ভূমিকা। শ্রীলঙ্কান পর্যটন উপমন্ত্রী হিসেবেও দায়িত্ব পালন করেন তিনি। ক্রিকেট প্রশাসক হিসেবেও নিজের রাজনৈতিক ক্ষতাকে তিনি ব্যবহার করেছেন লঙ্কান ক্রিকেটের উন্নতিতেই।মোহাম্মদ আজহারউদ্দিনভারতের অন্যতম সফল অধিনায়কের ক্যারিয়ার শেষ হয়েছিল ৯৯টি টেস্ট খেলে। ১৯৮৪ সাল থেকে ২০০০ সাল ভারতের হয়ে তাঁর কীর্তির সংখ্যা নেহাতই কম নয়। ম্যাচ পাতানোর অভিযোগে ২০০০ সালে আজীবন নিষেধাজ্ঞার কবলেও পড়েছিলেন। উচ্চতর আদালতে আপিল করে শেষ পর্যন্ত সেই অভিযোগ থেকে তাঁর মুক্তি মিলেছে। ২০০৯ সালে কংগ্রেসে যোগ দিয়ে লোকসভা নির্বাচনে অংশ নেন। নির্বাচনে তিনি বিজেপির প্রার্থীকে বিপুল ভোটের ব্যবধানে পরাজিতও করেন।সনৎ​ জয়সূরিয়ারানাতুঙ্গার পদাঙ্ক অনুসরণ করে সনৎ​ জয়সূরিয়াও এই মুহূর্তে শ্রীলঙ্কান রাজনীতির গুরুত্বপূর্ণ মুখ। তিনি খুব সম্ভব একমাত্র ক্রীড়াবিদ, যিনি খেলোয়াড় থাকা অবস্থাতেই নির্বাচনে দাঁড়িয়ে সাংসদ নির্বাচিত হয়েছিলেন। ২০১০ সালে সাংসদ হওয়ার পর আর পিছু ফিরে তাকাননি জয়সূরিয়া। শ্রীলঙ্কার সদ্য বিদায়ী প্রেসিডেন্ট মাহিন্দা রাজাপক্ষের সময় তিনি ডাক মন্ত্রণালয়ের উপমন্ত্রী হিসেবে দায়িত্ব পালন করেন।মনসুর আলী খান পতৌদিভারতের সাবেক অধিনায়ক মনসুর আলী খান পতৌদি ১৯৭১ সালে রাজনীতিতে আসেন। বিশাল হরিয়ানা পার্টির হয়ে নির্বাচন করে হেরে যান। ১৯৯১ সালের লোকসভা নির্বাচনে তিনি ভারতীয় জাতীয় কংগ্রেসের হয়ে নির্বাচন করেন এবং হারেন। ভারতের হয়ে ৪৬টি টেস্ট খেলা মনসুর আলী খান একসময় ‘পতৌদির নবাব’ হিসেবেও পরিচিত ছিলেন।বিনোদ কাম্বলিভারতের হয়ে ১৭টি টেস্ট আর ১০২টি ওয়ানডে খেলা বিনোদ কাম্বলির ক্যারিয়ার আরও বড় হওয়াই যুক্তিযুক্ত ছিল। অসাধারণ প্রতিভাবান এই ক্রিকেটার কখনোই তাঁর প্রতিভার প্রতি সুবিচার করেননি। নব্বইয়ের দশকে তাঁর ক্রিকেট ক্যারিয়ার ছিল বিতর্কে ভরা। ২০০৯ সালে তিনি রাজনীতিতে যোগ দেন। লোক ভারতী পার্টি নামে একটি অখ্যাত দলের হয়ে তিনি নির্বাচনেও অংশ নিয়েছিলেন। কিন্তু হেরে যান।নভজোৎ​ সিং সিধু​নভজোৎ​ সিং সিধু ভারতের ক্ষমতাসীন ভারতীয় জনতা পার্টি-বিজেপির রাজনীতিতে যুক্ত। অমৃতসর থেকে একবার সাংসদও নির্বাচিত হয়েছিলেন ভারতের পক্ষে ৫১টি টেস্ট ও ১৩৬টি ওয়ানডে খেলা এই ক্রিকেটার।ফ্রাঙ্ক ওরেলগ্রেট ফ্রাঙ্ক ওরেল ক্যারিবীয় দ্বীপপুঞ্জের হয়ে খেলেছেন ৫১টি টেস্ট। খেলেছেন ২০৮টি প্রথম শ্রেণির ম্যাচও। তিনিও রাজনীতির ময়দানে নিজেকে প্রতিষ্ঠিত করেছিলেন খেলা ছাড়ার পর। নির্বাচিত হয়েছিলেন জ্যামাইকার সিনেটর।",sports
"সদ্যই বাগদান পর্ব সেরেছেন। বউ ভাগ্যে নাকি অনেক কিছুই হয়। বাংলাদেশ অধিনায়ক মুশফিকুর রহিম বউ ভাগ্যের ছোঁয়া খুব দ্রুতই পেয়ে গেলেন প্রথম ওয়ানডেতে নিউজিল্যান্ডকে কুপোকাত করে। সংবাদ সম্মেলনে তাঁর দিকে উড়ে যাওয়া এসংক্রান্ত প্রশ্নটি শুনে স্মিতহাস্যে স্বীকারও করলেন তা।বউ-ভাগ্যের ছোঁয়ায় দলও জিতল, নিজেও খেললেন দারুণ এক ইনিংস। তাঁর এই বাগদানের কল্যাণে নাঈম ইসলাম ও রুবেল হোসেনের কাছ থেকে দুটি ‘কামব্যাক’ পারফরম্যান্স এলো কিনা, এ ব্যাপারে তাঁকে অবশ্য কেউ কিছু জিজ্ঞেস করেননি।
রসিকতা ছেড়ে এবার মূল কারণে ফেরা যাক। ব্যাটে বলে দলের এই দারুণ পারফরম্যান্স তৃপ্তিই দিয়ে যাচ্ছে মুশফিককে। সাকিব আল হাসানের মতো পারফরমারকে অসুস্থতার কারণে হারানোর পরেও দলের এমন বাকীদের পারফরম্যান্সের পর আজ রাতে মুশফিকের চেয়ে আনন্দিত আর কেউ হতেই পারে না।
দলের পারফরম্যান্সে মুশফিক এতটাই বিভোর যে নিজে ৯০ রানে আউট হয়ে যাওয়াটাও তাঁকে খুব একটা ছুঁয়ে যাচ্ছেনা, ‘ব্যাপারটা নিয়ে আমি একেবারেই আফসোস করছি না। দিনের শেষে দল জিতেছে এর চেয়ে বড় পাওয়া আর কী হতে পারে!’
ওয়ানডেতে নিজে কবে একটা ফিফটি করেছিলেন, সেটা নাকি ভুলেই গিয়েছিলেন মুশফিক। আজ দলের বিপর্যয়কর মুহূর্তে তাঁর ব্যাট থেকে  যে একটি ভালো ইনিংস বেরিয়ে এসেছে এতেই পরিতৃপ্ত মুশফিক। দল জেতায় পুরো বিষয়টিই তো ‘সোনায় সোহাগা।’
রুবেল হোসেনের হ্যাটট্রিককে খুব অস্বাভাবিক ব্যাপার হিসেবে দেখতে চান না অধিনায়ক। তাঁর মতে রুবেল ইনজুরি কাটিয়ে যে ধরনের পরিশ্রম করেছে, গত তিনটা মাস বল হাতে তাঁর যে ধরনের পারফরম্যান্স, ব্যাপারটা নাকি তাঁর প্রাপ্যই ছিল। নিজে কিউই ব্যাটসম্যান নিশামের এক দারুণ ক্যাচ ধরে রুবেলের হ্যাটট্রিকের সারথি হতে পেরে চোখে-মুখে তৃপ্তির আভা খেলে গেল তাঁর।
এই আনন্দ আভা সিরিজ শেষেও থাক, আপাতত প্রত্যাশা এটিই।",sports
"নায়িকার জন্মদিনে কী উপহার দিতে পারেন নায়ক? বাজি ধরেই বলা যায়, উপহারটি চমকে দেওয়ার মতোই হবে। ডেসপেরাডো ছবি করার সময় আন্তোনিও ব্যান্ডেরাস সালমা হায়েককে উপহার দিয়েছিলেন একজোড়া বানর!গত বুধবার ৪৯-এ পা দিলেন সালমা। জন্মদিনে এখন পর্যন্ত পাওয়া সবচেয়ে বিস্ময়কর উপহারের নাম বলতে গিয়ে ওই দুই বানরের কথাই বলেছেন তিনি। বহুল আলোচিত সেই ছবির নায়ক-নায়িকার নামেই বানর দুটির নাম রাখা হয়েছিল ক্যারোলিনা ও মারিয়াচি।হায়েক বলেছেন, ‘ডেসপেরাডোতে অভিনয় করার কথা ছিল বানর দুটির। ওদের সঙ্গে বেশ সময় কাটাতাম। কিন্তু শেষ পর্যন্ত তাদের ছবি থেকে বাদ দেওয়া হয়। এরপর ওদের সরিয়েও নেওয়া হয়। সারাক্ষণ ওদের সঙ্গে সময় কাটাতাম। তাই তাদের চলে যাওয়ার পর আমি ভেঙে পড়েছিলাম, ফুঁপিয়ে ফুঁপিয়ে কেঁদেছিও। পরদিন ছিল আমার জন্মদিন। আন্তোনিও আমাকে বড় একটা বাক্স উপহার দিল। বাক্স খুলতেই দেখি ওই বানর দুটি! এরপর থেকে ওই দুটি বানর আমার সঙ্গে ছিল।’ পিটিআই।",entertainment
"সূচক ও লেনদেনে নিম্নমুখী প্রবণতায় আজ বুধবার শেষ হয়েছে দেশের শেয়ারবাজারের লেনদেন। সোমবারের ধারাবাহিকতায় আজও সূচকের পতন হয়েছে দেশের দুই স্টক এক্সচেঞ্জে। পাশাপাশি লেনদেনও কমেছে দুই বাজারে। তবে শুরু থেকে একাধিকবার ওঠানামা করে সূচক।
ডিএসইতে সূচক কমেছে ১৪ পয়েন্টপ্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জের (ডিএসই) ডিএসইএক্স সূচক আজ ১৪ পয়েন্ট কমে অবস্থান করছে ৪,৪৬৬ পয়েন্টে।এর আগে সকাল সাড়ে ১০টায় সূচকের ইতিবাচক প্রবণতায় ডিএসইতে লেনদেন শুরু হয়। শুরুতে সূচক ২০ পয়েন্ট বেড়ে যায়। তবে বেলা সোয়া ১১টার দিকে সূচক কমে ১৮ পয়েন্ট। দুপুর সোয়া ১২টার দিকে আবার সূচক বাড়ে ২২ পয়েন্ট। এরপর সূচক আবার নিম্নমুখী হয়। এমনকি লেনদেনের শেষ পর্যন্ত এই প্রবণতা অব্যাহত থাকে।সোমবার ডিএসইতে সূচক কমেছিল ৬ পয়েন্ট।ডিএসইতে আজ ২৯০টি প্রতিষ্ঠানের শেয়ার ও মিউচুয়াল ফান্ডের লেনদেন হয়েছে। এর মধ্যে ৯১টির দাম বেড়েছে, কমেছে ১৬৮টির এবং অপরিবর্তিত রয়েছে ৩১টি প্রতিষ্ঠানের শেয়ারের দাম।ডিএসইতে আজ ২৪৭ কোটি টাকার শেয়ার লেনদেন হয়েছে, যা সোমবারের চেয়ে ১৪০ কোটি টাকা কম। সোমবার এ বাজারে ৩৮৭ কোটি টাকার শেয়ার লেনদেন হয়।
ডিএসইতে লেনদেনে শীর্ষে বেক্সিমকোগতকালের মতো আজও ডিএসইতে লেনদেনে শীর্ষে রয়েছে বেক্সিমকো। আজ এই প্রতিষ্ঠানের ৩১ কোটি টাকার শেয়ার লেনদেন হয়েছে। এ ছাড়া গ্রামীণফোন, ইউনাইটেড এয়ার, লাফার্জ সুরমা সিমেন্ট, স্কয়ার ফার্মা, পদ্মা অয়েল, বিএসসিসিএল, এনবিএল, মেঘনা পেট্রেলিয়াম, প্রিমিয়ার ব্যাংক প্রভৃতি।
সিএসইর সার্বিক মূল্যসূচক কমেছে ১৪ পয়েন্টডিএসইর পাশাপাশি সিএসইতেও সূচক ও লেনদেন কমেছে। লেনদেন শেষে সিএসইর সার্বিক মূল্যসূচক ১৪ পয়েন্ট কমে অবস্থান করছে ১৩ হাজার ৭৫১ পয়েন্টে।সিএসইতে আজ ২০১টি প্রতিষ্ঠানের শেয়ার ও মিউচুয়াল ফান্ডের লেনদেন হয়েছে। এর মধ্যে ৫১টির দাম বেড়েছে। কমেছে ১২৯টির আর অপরিবর্তিত রয়েছে ২১টি প্রতিষ্ঠানের শেয়ারের দাম।সিএসইতে আজ ২০ কোটি টাকার শেয়ার লেনদেন হয়েছে, যা আগের দিনের চেয়ে চার কোটি টাকা কম। আগের দিন অর্থাত্ সোমবার এই বাজারে ২৪ কোটি টাকার শেয়ার লেনদেন হয়।",economy
"সময় এখন তাঁরই। মাত্র ২৩ বছর বয়সেই মহাতারকার খ্যাতি পেয়েছেন। অস্কার বগলদাবা করেছেন। ঝুলিতে আছে একের পর এক বড় বাজেটের ছবি। সব জীবনের আঙিনায় সব সময় বৃহস্পতির শীতল ছায়াই পড়ে না। শনির রুদ্ররূপও দেখতে হয়। এই বাস্তবতা জেনিফার লরেন্স ভালো করেই জানেন। আর জানেন বলেই বলছেন, ‘একজনকে আজীবন ভালোবাসা যাবে, আমি এটা মোটেও বিশ্বাস করি না। আমার তো বরং মনে হয়, লোকের এখনই আমার ওপর ঘেন্না ধরে গেছে। চারদিকে আমার ছবি, আমার সাক্ষাৎকার।’",entertainment
"ত্রয়োদশ ঢাকা আন্তর্জাতিক চলচ্চিত্র উৎসব শুরু হচ্ছে আজ শুক্রবার। জাতীয় জাদুঘর মিলনায়তনে উৎসব উদ্বোধন করা হবে বিকেল চারটায়। উৎসবের আয়োজক প্রতিষ্ঠান রেইনবো চলচ্চিত্র সংসদের সভাপতি ও উৎসব পরিচালক আহমেদ মুজতবা জামাল জানান, এবার উৎসবে অংশ নিচ্ছে বাংলাদেশসহ বিশ্বের ৫৮টি দেশের ১৭৮টি চলচ্চিত্র। উৎসব চলবে ১৮ জানুয়ারি পর্যন্ত। উৎসবের ছবিগুলোর প্রদর্শনী হবে শাহবাগের কেন্দ্রীয় গণগ্রন্থাগারের শওকত ওসমান স্মৃতি মিলনায়তন, জাতীয় জাদুঘরের প্রধান মিলনায়তন ও সুফিয়া কামাল মিলনায়তন; ধানমন্ডির আলিয়ঁস ফ্রঁসেজ দো ঢাকার মিলনায়তন এবং ইএমকে সেন্টারে। ঢাকা বিশ্ববিদ্যালয়ের সিনেট ভবনে ‘সিনেমায় নারী’ শিরোনামে আয়োজন করা হয়েছে আন্তর্জাতিক সম্মেলন। দুদিনের এই সম্মেলন উদ্বোধন করা হবে আজ সকাল সাড়ে নয়টায়।উৎসবে প্রতিযোগিতা বিভাগে অংশ নিচ্ছে অস্ট্রেলিয়া ও এশিয়ার ২৩টি চলচ্চিত্র। রেট্রোস্পেকটিভ বিভাগে থাকছে ইরানের চলচ্চিত্রকার আসগর ফরহাদির চারটি চলচ্চিত্র এবং ফরাসি চলচ্চিত্রকার অলিভিয়ার আসায়েসের তিনটি চলচ্চিত্র। চিলড্রেনস বিভাগে থাকছে ছয়টি শিশুতোষ চলচ্চিত্র। উইমেন ফিল্ম মেকারস বিভাগে নারী নির্মাতাদের নির্মিত ৪১টি চলচ্চিত্র দেখানো হবে। উৎসব উপলক্ষে ঢাকায় আসছেন বিভিন্ন দেশের অর্ধশতাধিক চলচ্চিত্র ব্যক্তিত্ব।",entertainment
"কংগ্রেস ছেড়ে বিজেপিতে যোগ দেওয়া ভারতের আসাম রাজ্যের সাবেক স্বাস্থ্যমন্ত্রী হিমন্ত বিশ্বশর্মাকে ঘিরে রাজ্য বিজেপিতে অসন্তোষ দানা বাঁধছে। রাজ্য বিজেপির প্রতিষ্ঠিত ও পুরোনো নেতারা দলের সভাপতি অমিত শাহর সঙ্গে দেখা করে তাঁদের অসন্তোষের কথা জানান। হিমন্তকে দলে বেশি প্রাধান্য ও গুরুত্ব দেওয়ার বিপদ কী, দলীয় নেতারা সভাপতিকে তা-ও জানিয়েছেন।হিমন্ত বিশ্বশর্মা ছিলেন কংগ্রেস নেতা আসামের মুখ্যমন্ত্রী তরুণ গগৈ মন্ত্রিসভার কার্যত দ্বিতীয় ব্যক্তি। মুখ্যমন্ত্রী-তনয় গৌরব গগৈয়ের উত্থানে তিনি নিজেকে কোণঠাসা ভাবতে শুরু করেন। শেষ পর্যন্ত গত মাসের শেষে তিনি বিজেপিতে যোগ দেন। দিল্লি থেকে গুয়াহাটি ফেরার দিন কংগ্রেসের ১০ জন বিধায়ক বিমানবন্দরে গিয়ে হিমন্তকে স্বাগত জানান। কংগ্রেস তাঁদের দল থেকে বহিষ্কার করেছে। ওই ১০ বিধায়কও বিজেপিতে যোগ দিতে চলেছেন। হিমন্ত জানিয়েছেন, আরও দশজনের মতো বিধায়ক কংগ্রেস ছেড়ে বিজেপিতে আসতে চলেছেন।এখানেই বিপদ দেখছেন রাজ্য বিজেপির পুরোনো নেতারা। তাঁরা মনে করছেন, হিমন্ত ও তাঁর অনুগামীদের দলে বাড়তি গুরুত্ব দিলে, যাঁরাই তাঁর সঙ্গে কংগ্রেস ছেড়ে বিজেপিতে আসবেন, তাঁদের সবাইকে টিকিট দিলে পুরোনো কর্মী ও নেতাদের দিক থেকে একটা স্বাভাবিক প্রতিরোধ গড়ে উঠবে। ভোটে তার প্রতিফলনও ঘটতে বাধ্য। অমিত শাহকে তাঁরা এই বিপদের কথা জানিয়েছেন।হিমন্তের নজর বরাবরই ছিল মুখ্যমন্ত্রীর আসনের দিকে। তরুণ গগৈয়ের সঙ্গে তাঁর বিরোধও সেই কারণে। রাজ্যে বিজেপির ক্ষমতায় আসার মতো অবস্থার সৃষ্টি হলে তখনো তিনি সেই পদের দাবিদার হতে পারেন। দীর্ঘদিন ধরে রাজ্যে যাঁরা বিজেপির সংগঠন করে আসছেন, অমিত শাহকে তাঁরা এই বিষয়েও সজাগ করেছেন।",international
"বাংলাদেশে রোহিঙ্গা শিবিরগুলোতে ‘খুবই খারাপ অবস্থা’ বিরাজ করছে বলে উদ্বেগ প্রকাশ করেছেন মিয়ানমারের সমাজকল্যাণমন্ত্রী উইন মিয়াত আয়ি। তিনি বলেছেন, বর্ষা মৌসুম আসন্ন। এ কারণে যত দ্রুত সম্ভব রোহিঙ্গাদের প্রত্যাবাসন-প্রক্রিয়া শুরু করা দরকার।
কক্সবাজারে রোহিঙ্গা শিবির ঘুরে দেশে ফিরে গতকাল বৃহস্পতিবার ইয়াঙ্গুনে সাংবাদিকদের সঙ্গে আলাপকালে এই মন্তব্য করেন মন্ত্রী উইন মিয়াত আয়ি। তিনি বলেন, ‘আমরা দেখেছি, রোহিঙ্গা শিবিরে আশ্রয় নেওয়া সবার অবস্থাই খুব খারাপ। বর্ষা মৌসুম খুবই কাছাকাছি চলে আসায় আমাদের প্রধান কাজ হচ্ছে প্রত্যাবাসন-প্রক্রিয়া শুরু করা। বাংলাদেশে যারা পালিয়ে গেছে, তাদের জন্য আমরা খুবই উদ্বিগ্ন।’
মিয়ানমার গত শনিবার দাবি করেছে, প্রত্যাবাসনের অংশ হিসেবে তারা প্রথম একটি রোহিঙ্গা পরিবারকে ফিরিয়ে নিয়েছে। তবে বাংলাদেশ সরকার ও জাতিসংঘের শরণার্থী সংস্থা বলেছে, এ ধরনের প্রত্যাবাসনের খবর তাদের জানা নেই। ওই পরিবার বাংলাদেশেই ঢোকেনি।
ত্রাণ আটকে দিচ্ছে মিয়ানমার সরকারতুরস্কের বার্তা সংস্থা আনাদোলু এজেন্সির খবরে বলা হয়, একদিকে মিয়ানমার রোহিঙ্গাদের প্রত্যাবাসনের কথা বলছে, অন্যদিকে রাখাইন রাজ্যে প্রচণ্ড খাদ্যসংকটে থাকা রোহিঙ্গাদের জন্য ত্রাণ সহায়তা আটকে দিচ্ছে দেশটির সরকার। যুক্তরাজ্যভিত্তিক মানবাধিকার সংস্থা বার্মা হিউম্যান রাইটস নেটওয়ার্ক অভিযোগ করেছে, মিয়ানমার সরকার ইচ্ছাকৃতভাবে ক্ষুধাপীড়িত রোহিঙ্গাদের জন্য পাঠানো ত্রাণ সহায়তা আটকে দিচ্ছে। গতকাল সংস্থাটি এক বিবৃতিতে বলেছে, ‘এনজিওগুলোর ওপর বিধিনিষেধের কারণে যেসব রোহিঙ্গা থেকে গেছে, তাদের কাছে ত্রাণ সহায়তা পৌঁছানো যাচ্ছে না।’
সেনাদের সতর্ক করলেন সেনাপ্রধানরাখাইনের ইনদিন গ্রামে রোহিঙ্গাদের হত্যার দায়ে মিয়ানমারের সাতজন সেনাসদস্যের সাজার কথা উল্লেখ করে দেশটির সেনাপ্রধান মিন অং হ্লায়াইং বলেছেন, তাঁদের অবশ্যই আইন মেনে চলতে হবে। গতকাল একটি সামরিক স্কুলে দেওয়া বক্তব্যে তিনি বলেন, সেনাসদস্যদের অবশ্যই সামরিক আচরণবিধি এবং আন্তর্জাতিক আইন ও সনদ মেনে চলতে হবে। কেউই আইনের ঊর্ধ্বে নয়। আইন ভঙ্গ করলে ব্যবস্থা নেওয়া হবে। জেনেভা সনদ অনুযায়ী ইনদিন গ্রামের সমস্যা সমাধান করা হয়েছে। সেখানে সামরিক কর্মকর্তা এবং যারা আইনের প্রতি শ্রদ্ধা দেখাতে ব্যর্থ হয়েছে, তাদের বিরুদ্ধে আইনি ব্যবস্থা নেওয়া হয়েছে।",international
মেজর লিগ সকারের দল মন্ট্রিয়ল ইমপ্যাক্টের সঙ্গে চুক্তি নবায়ন না করায় নতুন বছর থেকেই দলহীন দিদিয়ের দ্রগবা। তাঁর নতুন ঠিকানা হিসেবে কিছুদিন ধরেই কেউ কেউ বলে আসছিলেন চীনের কথা। কিন্তু ৩৮ বছর বয়সী আইভরিয়ান স্ট্রাইকার নতুন দল হিসেবে বেছে নিলেন করিন্থিয়ানসকে। ১২ মাসের চুক্তিতে দ্রগবা যোগ দিচ্ছেন ব্রাজিলের সিরি ‘আ’র দলটিতে। মাসিক পারিশ্রমিক ১ লাখ ৫০ হাজার মার্কিন ডলার বলে খবর। গোলডটকম।,sports
"মালয়েশিয়ার প্রধানমন্ত্রী নাজিব রাজাকের শরীরে ইকোলাই ব্যাকটেরিয়ার সংক্রমণ ঘটেছে। বন্যা উপদ্রুত এলাকা পরিদর্শনের সময় প্রধানমন্ত্রী এই ব্যাকটেরিয়ায় আক্রান্ত হন। গত মাসে নাজিব রাজাক বন্যা উপদ্রুত এলাকা সফরে যান। বন্যায় দুই লাখের বেশি মানুষকে ঘরছাড়া হতে হয়। নাজিবের গণমাধ্যমবিষয়ক সহকারী জানান, প্রধানমন্ত্রীকে বিশ্রাম নেওয়ার পরামর্শ দেওয়া হয়েছে। প্রসঙ্গত, সংক্রমিত খাদ্য এবং পানির মাধ্যমে এই ব্যাকটেরিয়া ছড়ায়।বিবিসি",international
"গ্লোবাল অ্যাফেয়ার্স অব কানাডার অর্থায়নে হিউম্যান রিসোর্স ফর হেলথ প্রজেক্ট ইন বাংলাদেশ (এইচআরএইচ) গত সোমবার শিক্ষা উপকরণ বিতরণ অনুষ্ঠানের আয়োজন করে। নার্সিং ও প্রসূতিবিদ্যা মহাপরিদপ্তরের নার্সিং ইনস্টিটিউটে আয়োজিত এ অনুষ্ঠানে সভাপতি হিসেবে ছিলেন মহাপরিদপ্তরের মহাপরিচালক কাজী মোস্তফা সারওয়ার। অনুষ্ঠানে কানাডিয়ান ফিল্ড ম্যানেজার মনিরা পারভিন ৪৩টি পাবলিক সেক্টরের নার্সিং ইনস্টিটিউটে ১৩০০ বই ও অন্যান্য শিক্ষা উপকরণ এবং নার্সিং ইনস্টিটিউটের প্রতিটি সেক্টরের শ্রেণিকক্ষ, ল্যাব ও লাইব্রেরির আসবাবপত্র দেওয়ার জন্য এইচআরএইচ প্রকল্পকে ধন্যবাদ জানান। এ সময় আরও উপস্থিত ছিলেন নার্সিং ইনস্টিটিউটের ভারপ্রাপ্ত কর্মকর্তা, শিক্ষা উপকরণ গ্রহণকারী, উন্নয়ন সহযোগী, কানাডা হাইকমিশন এবং এইচআরএইচ প্রকল্পের কর্মকর্তারা। বিজ্ঞপ্তি",economy
